Vrsta dela,Naslov oglasa,Kraj,Placilo,Prosta mesta,Trajanje,Delovnik,Začetek dela
ČIŠČENJE,Brez naslova,KRANJSKA GORA,9.47,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
MONTAŽA,DELO NA TERENU,SLOVENIJA,7.0,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
POMOČ V STREŽBI,Brez naslova,POSTOJNA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
STREŽBA,Brez naslova,MENGEŠ,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V PROIZVODNJI,DELO NA CNC STROJU,SOVODENJ,7.4,Brez podatka,PO DOGOVORU,IZMENSKO,Brez podatka
ADMINISTRATIVNA DELA,LOGISTIKA,LOGATEC,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
SOBAR/ICA,ČIŠČENJE,LJUBLJANA,9.0,2,POČITNIŠKO DELO,DOPOLDAN,Brez podatka
SOBAR/ICA,ČIŠČENJE,ČATEŽ OB SAVI,7.5,5,POČITNIŠKO DELO,DOPOLDAN,Brez podatka
INŠTRUKCIJE,Brez naslova,LJUBLJANA,10.67,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
INŠTRUKCIJE,Brez naslova,LJUBLJANA,10.67,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V PROIZVODNJI,Brez naslova,VELENJE,7.53,7,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
KOZMETIČNE STORITVE,Brez naslova,LJUBLJANA,10.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
ČIŠČENJE,DELO NA TERENU,AJDOVŠČINA,7.34,2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
POMOČ V KUHINJI,DELO V SLAŠČIČARNI,ZBILJE,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
ZDRAVSTVENA NEGA,Brez naslova,DUTOVLJE,8.5,2,DO 31. 10. 2025,IZMENSKO,Brez podatka
DELO V PROIZVODNJI,DELO V SLAŠČIČARNI,KOPER,7.64,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,DELO V KAVARNI,MARIBOR,7.0,4,PO DOGOVORU,PO DOGOVORU,Brez podatka
ADMINISTRATIVNA DELA,POMOČ UPORABNIKOM,LJUBLJANA,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
PRODAJA,ADMINISTRATIVNA DELA,LJUBLJANA,7.31,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO Z OTROKI,Brez naslova,VRHNIKA,6.72,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
DELO S STRANKAMI,FRIZERSKE STORITVE,RADOVLJICA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
KLICNI CENTER,Brez naslova,LJUBLJANA,6.5,Brez podatka,PO DOGOVORU,DOPOLDAN,Brez podatka
POMOČ V STREŽBI,DELO V KUHINJI,SLOVENJ GRADEC,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
BLAGAJNIK,DELO V KEMIČNI ČISTILNICI,LJUBLJANA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
MARKETING,Brez naslova,ŠENČUR,10.0,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
POMOČ V STREŽBI,Brez naslova,KOPER,7.74,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO NA RECEPCIJI,Brez naslova,KRANJSKA GORA,8.7,Brez podatka,DO 30. 9. 2025,POPOLDAN,1. 9. 2025
DELO V SKLADIŠČU,KOMISIONIRANJE,CELJE,7.37,4,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
LEPLJENJE,ZLAGANJE,MARIBOR,6.88,4,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,DIVAČA,7.2,3,PO DOGOVORU,PO DOGOVORU,Brez podatka
POMOČ UPORABNIKOM,Brez naslova,LJUBLJANA,6.7,6,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,8.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
RAČUNALNIŠKE STORITVE,AVTOMATIZACIJA PROCESOV,MENGEŠ,6.37,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
POLNJENJE POLIC,Brez naslova,BLED,9.47,15,DO 31. 8. 2025,IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,LJUBLJANA,8.0,8,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,SEŽANA,7.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO NA BENCINSKEM SERVISU,DELO V AVTOPRALNICI,TRZIN,7.8,2,POČITNIŠKO DELO,IZMENSKO,Brez podatka
STREŽBA,Brez naslova,BOVEC,8.0,2,DO 30. 9. 2025 Z MOŽNOSTJO PODALJŠANJA,PO DOGOVORU,Brez podatka
POMOČ PRI PRODAJI,Brez naslova,BLED,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V SKLADIŠČU,PAKIRANJE,MENGEŠ,7.11,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ELEKTROTEHNIČNA DELA,SERVISNE STORITVE,LJUBLJANA,7.97,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
DELO V ZDRAVSTVU,ZOBNI ASISTENT,IVANČNA GORICA,8.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V ZDRAVSTVU,ZOBNI ASISTENT,LJUBLJANA,8.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
RAZVOZ,RAZVOZ HRANE,BOROVNICA,8.61,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
PROGRAMIRANJE,BACK-END PROGRAMER,MARIBOR,11.19,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ELEKTROTEHNIČNA DELA,Brez naslova,LJUBLJANA,10.0,Brez podatka,PO DOGOVORU,DOPOLDAN,Brez podatka
DELO V KUHINJI,STREŽBA HRANE IN PIJAČE,LJUBLJANA,7.12,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V TURIZMU,STREŽBA,MARIBOR,8.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,PTUJ,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
ADMINISTRATIVNA DELA,VNOS PODATKOV,MENGEŠ,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
PRODAJA,Brez naslova,HRASTNIK,6.5,Brez podatka,"POČITNIŠKO DELO, MOŽNOST PODALJŠANJA",IZMENSKO,Brez podatka
DELO V KUHINJI,Brez naslova,KOPER,6.8,2,PO DOGOVORU,IZMENSKO,Brez podatka
DELO V DELAVNICI,Brez naslova,LJUBLJANA,8.17,2,PO DOGOVORU,PO DOGOVORU,Brez podatka
POMOČ PRI PRODAJI,Brez naslova,MARIBOR,6.76,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
SOBAR/ICA,Brez naslova,PORTOROŽ,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,7.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ V TRGOVINI,Brez naslova,BREŽICE,8.15,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
KLICNI CENTER,Brez naslova,LJUBLJANA,7.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
POMOČ V KUHINJI,Brez naslova,PORTOROŽ,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DIGITALNI MARKETING,Brez naslova,LJUBLJANA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO V KUHINJI,Brez naslova,LJUBLJANA,7.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
IZDELAVA IN UREJANJE SPLETNE STRANI,DELO ZA SPLETNO TRGOVINO,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO NA BENCINSKEM SERVISU,Brez naslova,SPODNJI PLAVŽ 24B,7.94,5,PO DOGOVORU,IZMENSKO,Brez podatka
STROKOVNO DELO,TEHNOLOG,ZREČE,6.88,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,LJUBLJANA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
BLAGAJNIK,POMOČ V TRGOVINI,LJUBLJANA,6.88,Brez podatka,POČITNIŠKO DELO,PO DOGOVORU,Brez podatka
DELO NA TERENU,PREVOZ,BLED,9.0,5,PO DOGOVORU,DOPOLDAN,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,10.0,4,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,MURSKA,10.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,10.0,6,PO DOGOVORU,PO DOGOVORU,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,MENGEŠ,7.31,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,VELENJE,9.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V SKLADIŠČU IN PROD. CENTRIH,Brez naslova,TRZIN,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO V SKLADIŠČU,ČIŠČENJE,PREBOLD,6.32,10,POČITNIŠKO DELO,DOPOLDAN,Brez podatka
DELO V LABORATORIJU,Brez naslova,LJUBLJANA,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
FIZIČNA DELA,DELO NA TURISTIČNI KMETIJI,SLOVENJ GRADEC,8.0,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
PRODAJA,POMOČ PRI PEKI,LJUBLJANA,7.64,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,PRODAJA SLADOLEDA,IZOLA,9.04,Brez podatka,POČITNIŠKO DELO,PO DOGOVORU,Brez podatka
POMOČ V STREŽBI,Brez naslova,KRVAVI POTOK,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,9.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POUČEVANJE,POUČEVANJE PLESA,PTUJ,8.61,Brez podatka,PO DOGOVORU,POPOLDAN,Brez podatka
STREŽBA,Brez naslova,ŠEMPETER PRI GORICI,7.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ČIŠČENJE,Brez naslova,LUCIJA,7.5,5,DO 30. 9. 2025,PO DOGOVORU,Brez podatka
BLAGAJNIK,DELO V TRGOVINI,LJUBLJANA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
KURIR/KA,DOSTAVA,LJUBLJANA,8.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,MARIBOR,6.45,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO NA BENCINSKEM SERVISU,Brez naslova,BOŠTANJ,7.12,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,29. 8. 2025
POMOČ V STREŽBI,Brez naslova,IZOLA,8.5,2,PO DOGOVORU,PO DOGOVORU,Brez podatka
KOZMETIČNE STORITVE,Brez naslova,LJUBLJANA,10.33,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STROKOVNO DELO,Brez naslova,LJUBLJANA,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
RAZVOZ,Brez naslova,LJUBLJANA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
PRODAJA,Brez naslova,POSTOJNA,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V KUHINJI,KUHAR/KUHARICA,HOČKO POHORJE,8.17,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
PRODAJA,Brez naslova,LJUBLJANA,6.88,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
GRADBENA DELA,UREJANJE OKOLICE,IVANČNA GORICA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ V TRGOVINI,Brez naslova,RATEČE,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POLNJENJE POLIC,Brez naslova,SLOVENJ GRADEC,6.32,Brez podatka,POČITNIŠKO DELO,DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,8,PO DOGOVORU,PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,Brez podatka
POUČEVANJE,Brez naslova,OD DOMA,12.86,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ PRI PRODAJI,Brez naslova,KOPER,6.32,5,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ČIŠČENJE,Brez naslova,FRANKOLOVO,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
ČIŠČENJE,Brez naslova,KOPER,8.0,2,POČITNIŠKO DELO Z MOŽNOSTJO PODALJŠANJA,IZMENSKO,Brez podatka
POUČEVANJE,Brez naslova,BLED,14.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,15. 9. 2025
STREŽBA,Brez naslova,ZBILJE,8.15,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.61,Brez podatka,MED POČITNICAMI,IZMENSKO,Brez podatka
POLNJENJE POLIC,Brez naslova,CELJE,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
DELO V ZDRAVSTVU,POMOČ V AMBULANTI,LJUBLJANA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
SPREMLJEVALEC/ SPREMLJEVALKA,OSEBNA ASISTENCA,VELIKE LAŠČE,7.4,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
RAZVOZ,RAZVOZ HRANE,LJUBLJANA,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V AVTOPRALNICI,Brez naslova,RADOMLJE,8.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ZDRAVSTVENA NEGA,Brez naslova,LJUBLJANA,6.45,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
POMOČ V TRGOVINI,BLAGAJNIK,PETROVČE,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ZDRAVSTVENA NEGA,Brez naslova,LJUBLJANA,7.74,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,7.0,2,PO DOGOVORU,POPOLDAN,Brez podatka
ČIŠČENJE,Brez naslova,RADOVLJICA,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
ASISTENT/KA,Brez naslova,LJUBLJANA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,KOMENDA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
DELO V PROIZVODNJI,Brez naslova,LJUBLJANA,7.5,2,PO DOGOVORU,DOPOLDAN,Brez podatka
ČIŠČENJE,Brez naslova,KRANJ,8.17,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO NA RECEPCIJI,STREŽBA,LJUBLJANA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,LJUBLJANA,7.31,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STROKOVNO DELO,TEHNOLOG,LJUBLJANA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
PROGRAMIRANJE,Brez naslova,LOGATEC,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
SPREMLJEVALEC/ SPREMLJEVALKA,OSEBNA ASISTENCA,BREŽICE,7.05,2,PO DOGOVORU,IZMENSKO,Brez podatka
PROGRAMIRANJE,RAZVIJANJE APLIKACIJ,LJUBLJANA,8.61,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
POMOČ V KUHINJI,Brez naslova,KOPER,8.61,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,DELO V KAVARNI,LJUBLJANA,8.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STROKOVNO DELO,LOGISTIČNA IN ADMINISTRATIVNA POMOČ,LJUBLJANA,9.04,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
RAČUNALNIŠKE STORITVE,IT PODPORA,LJUBLJANA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO V PROIZVODNJI,Brez naslova,ŽIRI,6.39,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ V STREŽBI,Brez naslova,ŠKOFJA LOKA,7.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
KOZMETIČNE STORITVE,MANIKURA,LJUBLJANA,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,ŠENTRUPERT,7.21,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,PTUJ,7.57,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PRODAJA,Brez naslova,LJUBLJANA,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA HRANE IN PIJAČE,DELO NA BLAGAJNI,LJUBLJANA,8.61,2,PO DOGOVORU,IZMENSKO,Brez podatka
POUČEVANJE,Brez naslova,LJUBLJANA,9.7,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
TEHNIČNA POMOČ,PISANJE DOKUMENTACIJE,MARIBOR,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,RADOVLJICA,7.5,Brez podatka,POČITNIŠKO DELO,IZMENSKO,Brez podatka
DELO NA TERENU,GEODETSKE STORITVE,SEŽANA,6.76,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,HOČE,7.2,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
PRODAJA,Brez naslova,JESENICE,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO NA RECEPCIJI,Brez naslova,GROSUPLJE,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,TREBNJE,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
POUČEVANJE,Brez naslova,LJUBLJANA,9.81,2,PO DOGOVORU,POPOLDAN,1. 9. 2025
KLICNI CENTER,TELEKOMUNIKACIJSKE STORITVE,TRZIN,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POSPEŠEVANJE PRODAJE,TELEKOMUNIKACIJSKE STORITVE,PO SLOVENIJI,6.32,5,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
KLICNI CENTER,TELEKOMUNIKACIJSKE STORITVE,KRANJ,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PROMOCIJA,Brez naslova,MOZIRJE,15.0,5,PO DOGOVORU,PO DOGOVORU,Brez podatka
DELO V LABORATORIJU,ADMINISTRATIVNA DELA,LJUBLJANA,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ČIŠČENJE,ČIŠČENJE POSLOVNIH PROSTOROV,MARIBOR TEZNO,7.31,2,PO DOGOVORU,POPOLDAN,Brez podatka
STREŽBA,Brez naslova,KOPER,8.0,5,ČEZ POLETJE,PO DOGOVORU,Brez podatka
PRODAJA,Brez naslova,VODICE,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,7.0,3,POČITNIŠKO DELO,POPOLDAN,Brez podatka
POMOČ PRI OSKRBI STANOVALCEV,ZDRAVSTVENA NEGA,PREBOLD,6.32,3,PO DOGOVORU,PO DOGOVORU,Brez podatka
INŠTRUKCIJE,Brez naslova,LJUBLJANA,15.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ V STREŽBI,Brez naslova,PRAGERSKO,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
VADITELJ/ICA,Brez naslova,KRANJ,10.33,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,SEVNICA,6.32,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,SODRAŽICA,6.32,2,POČITNIŠKO DELO,PO DOGOVORU,Brez podatka
ČIŠČENJE,Brez naslova,CELJE,7.12,4,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
ČIŠČENJE,Brez naslova,MARIBOR,7.12,2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
POMOČ UPORABNIKOM,DELO NA TERENU,LJUBLJANA,8.5,5,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,KOPER,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
POMOČ V STREŽBI,Brez naslova,STARI TRG OB KOLPI,8.15,2,POČITNIŠKO DELO,PO DOGOVORU,Brez podatka
POMOČ V KUHINJI,Brez naslova,STARI TRG OB KOLPI,8.0,2,POČITNIŠKO DELO,PO DOGOVORU,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,LJUBLJANA,6.45,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ZDRAVSTVENA NEGA,Brez naslova,LJUBLJANA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
KOZMETIČNE STORITVE,GELIRANJE NOHTOV,KOPER,8.15,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
POMOČ PRI PRODAJI,TELEKOMUNIKACIJSKE STORITVE,JESENICE,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,KUZMA,10.0,2,PO DOGOVORU,PO DOGOVORU,Brez podatka
POMOČ V TRGOVINI,PRIPRAVA HRANE,LJUBLJANA,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
DELO S STRANKAMI,POMOČ V FRIZERSKEM SALONU,JESENICE,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,TRBOJE,6.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
